BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster,pc1,pc2,segment
2719.526277,1.0,448.07,448.07,0.0,3474.764847,0.25,0.25,0.0,0.333333,4,7,3000.0,3537.693441,1105.400886,0.083333,12,2,-1.3594278498955161,1.995012572247471,Revolving Debtors
9.75539,0.909091,219.37,219.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,216.850592,76.604414,0.25,12,0,1.5820211160198314,-1.2719471757697873,Marginal Spenders
1689.319684,1.0,724.83,0.0,724.83,0.0,0.583333,0.0,0.583333,0.0,0,7,1500.0,1462.037592,3397.732291,0.0,12,1,0.5981312416393807,0.3058388337457738,Power Transactors
62.053779,0.636364,29.6,29.6,0.0,838.60032,0.083333,0.083333,0.0,0.083333,2,1,6000.0,1576.039085,108.744838,0.166667,12,2,-1.443590279463022,-1.044111588027278,Revolving Debtors
1417.474456,1.0,144.49,144.49,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,1500.0,348.50421,417.305741,0.0,12,0,-0.238486832407978,-0.32980831507936703,Marginal Spenders
1613.321542,1.0,252.0,252.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1800.0,833.515706,592.475313,0.0,12,2,-0.5863271767229397,-0.14956153861104854,Revolving Debtors
392.194003,1.0,788.14,788.14,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,9000.0,1041.707049,192.452296,0.0,12,0,-0.06359751291885449,-0.19030596652471887,Marginal Spenders
936.041324,1.0,1141.24,999.08,142.16,0.0,0.666667,0.166667,0.583333,0.0,0,12,1200.0,1225.983876,2595.332901,0.0,12,1,1.2755831477585937,0.5638973609824495,Power Transactors
527.761784,1.0,2702.57,1942.77,759.8,0.0,1.0,0.5,0.75,0.0,0,32,3000.0,1942.140315,188.998017,0.083333,12,1,2.988054162697342,0.4756906509146185,Power Transactors
1283.402142,1.0,1286.34,0.0,1286.34,0.0,1.0,0.0,1.0,0.0,0,35,2100.0,1470.711716,2972.477983,0.0,12,1,1.884108628542504,0.669973004732708,Power Transactors
5355.922523,1.0,2469.28,905.98,1563.3,5839.680075,0.916667,0.583333,0.833333,0.666667,27,33,8000.0,1226.857482,2016.38299,0.0,12,1,0.5094685501128842,4.743743794615003,Power Transactors
15.236618,0.272727,161.5,161.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,3000.0,912.737392,114.337421,0.0,12,0,-0.4346363099174155,-2.562377870814762,Marginal Spenders
153.003135,1.0,96.2,0.0,96.2,0.0,0.833333,0.0,0.833333,0.0,0,10,9000.0,326.168469,202.58767,0.0,12,0,0.9924480740956007,-0.85953339706546,Marginal Spenders
248.200613,1.0,2329.12,1567.22,761.9,0.0,1.0,0.916667,0.583333,0.0,0,31,5500.0,812.097275,231.774034,0.166667,12,1,3.2333321266518773,0.5874507328075178,Power Transactors
1466.91925,1.0,0.0,0.0,0.0,37.691257,0.0,0.0,0.0,0.166667,2,0,1500.0,323.642185,429.538368,0.0,12,2,-2.660444044302848,-0.5697738297235792,Revolving Debtors
1777.056105,1.0,1083.12,0.0,1083.12,0.0,1.0,0.0,1.0,0.0,0,24,4000.0,383.231247,659.560532,0.0,12,1,1.789890895659323,0.09711156567490867,Power Transactors
475.171266,0.727273,1155.4,1155.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,1264.974166,116.244107,0.0,12,0,-0.2893703069154044,-1.1494629255790638,Marginal Spenders
1117.683394,0.909091,45.65,45.65,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,1200.0,287.581425,371.232319,0.0,11,2,-1.202553408619533,-1.1352441987916007,Revolving Debtors
6891.424677,1.0,4399.07,3705.13,693.94,1838.093797,1.0,1.0,0.333333,0.25,4,80,11150.0,1834.501318,1864.863139,0.0,12,1,2.449952010972266,4.033052465118978,Power Transactors
14.68344,0.363636,67.44,67.44,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,82.000743,57.564463,0.0,12,0,-0.7996400643462871,-3.19773566776459,Marginal Spenders
1475.973063,1.0,181.63,181.63,0.0,2252.747969,0.916667,0.916667,0.0,0.5,17,13,1800.0,2588.459613,960.647101,0.083333,12,2,-0.8091033975861597,2.8738369000584845,Revolving Debtors
986.583117,0.727273,0.0,0.0,0.0,1350.155793,0.0,0.0,0.0,0.090909,1,0,1500.0,276.229102,362.442402,0.0,11,2,-2.9064478563999887,-1.0625886171372807,Revolving Debtors
955.41412,1.0,0.0,0.0,0.0,1145.252721,0.0,0.0,0.0,0.25,4,0,1200.0,1402.659723,372.641361,0.0,12,2,-3.0075398289485586,-0.028614912826247802,Revolving Debtors
447.808002,1.0,1593.29,214.2,1379.09,0.0,1.0,0.25,0.916667,0.0,0,36,7000.0,1660.750541,188.340279,0.0,12,1,2.823612448787052,0.44593229926042477,Power Transactors
3304.423662,1.0,0.0,0.0,0.0,1270.287892,0.0,0.0,0.0,0.416667,9,0,7000.0,1026.076088,1478.485801,0.0,12,2,-3.3863705019056427,1.6237259913598008,Revolving Debtors
1135.629139,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,364.300862,449.07262,0.0,12,0,1.3651306294952656,-0.5716400190549326,Marginal Spenders
933.150722,0.727273,0.0,0.0,0.0,1374.764359,0.0,0.0,0.0,0.090909,1,0,1500.0,360.729411,335.993476,0.0,11,2,-2.885624192550478,-1.0452212145294686,Revolving Debtors
1055.369866,0.545455,0.0,0.0,0.0,3776.644822,0.0,0.0,0.0,0.166667,2,0,6000.0,2924.470714,195.294122,0.0,12,2,-2.805944206932938,-0.30535386005510906,Revolving Debtors
5897.491823,1.0,0.0,0.0,0.0,3318.487381,0.0,0.0,0.0,0.333333,8,0,7500.0,1417.970244,1809.974326,0.0,12,2,-3.3536963511164877,1.8114881834398426,Revolving Debtors
0.0,0.0,176.03,176.03,0.0,0.0,0.125,0.125,0.0,0.0,0,1,7000.0,0.0,312.343947,0.0,8,0,-0.9742796269184215,-4.607225491818161,Marginal Spenders
21.377711,0.636364,312.1,0.0,312.1,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,497.127166,145.605731,1.0,12,0,1.3761875158907333,-2.7713232252415434,Marginal Spenders
4920.036231,1.0,1562.43,249.24,1313.19,0.0,1.0,0.25,1.0,0.0,0,42,13000.0,1851.996908,1178.476722,0.0,12,1,2.7773001971832283,1.8383571770756926,Power Transactors
4071.792166,1.0,1721.66,551.17,1170.49,0.0,1.0,0.5,1.0,0.0,0,27,10000.0,1065.894938,1173.307383,0.0,12,1,2.8268519777078773,1.7025589637952026,Power Transactors
1138.534442,1.0,8665.38,6120.4,2544.98,0.0,1.0,1.0,1.0,0.0,0,104,9500.0,8216.880805,240.601287,0.166667,12,1,5.020141042574235,2.3672531958598713,Power Transactors
1158.67621,0.909091,1036.68,150.0,886.68,1789.779133,0.916667,0.083333,0.833333,0.333333,11,22,1700.0,2790.066228,1281.453534,0.0,12,1,0.604012446177828,2.0339745164519636,Power Transactors
2093.844656,1.0,0.0,0.0,0.0,1307.898095,0.0,0.0,0.0,0.083333,2,0,3000.0,470.841807,912.479272,0.0,12,2,-2.8377490908470655,0.18201815321167564,Revolving Debtors
299.464702,1.0,1439.49,593.0,846.49,0.0,1.0,0.166667,1.0,0.0,0,31,6000.0,1323.74446,200.986504,0.0,12,1,2.759582611141856,0.25142859284604013,Power Transactors
21.928045,0.909091,190.45,190.45,0.0,49.196465,0.166667,0.166667,0.0,0.083333,1,2,8500.0,155.609598,66.465635,0.0,12,0,-0.7119981722603409,-1.3383482920711103,Marginal Spenders
657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000.0,632.225833,350.841821,0.2,7,1,0.5839969903174177,0.08666991075020819,Power Transactors
74.34204,1.0,724.52,200.0,524.52,0.0,1.0,0.083333,1.0,0.0,0,13,4000.0,529.362717,189.362616,0.916667,12,0,2.829802502602984,-1.0874208880470493,Marginal Spenders
2664.700424,1.0,715.51,109.0,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500.0,918.003032,792.902894,0.0,12,1,0.6895942150692002,1.142998177858618,Power Transactors
900.482738,1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1,0,1000.0,197.631228,214.62422,0.0,12,2,-2.5737028781717117,-1.2313462228152572,Revolving Debtors
1146.202492,1.0,0.0,0.0,0.0,58.697369,0.0,0.0,0.0,0.25,3,0,1200.0,290.331406,353.360027,0.0,12,2,-2.826066636834156,-0.580809244679948,Revolving Debtors
9.72453,0.272727,158.34,0.0,158.34,0.0,0.333333,0.0,0.333333,0.0,0,4,6000.0,182.175514,55.480481,0.363636,12,0,0.3922413755422641,-3.4258902443275314,Marginal Spenders
3037.608728,1.0,173.48,173.48,0.0,382.582455,0.166667,0.166667,0.0,0.166667,6,3,3000.0,869.253948,4682.965732,0.0,12,2,-1.6578364913401087,1.726075008005106,Revolving Debtors
25.184241,0.181818,0.0,0.0,0.0,519.538738,0.0,0.0,0.0,0.083333,5,0,6000.0,2161.530837,55.542128,1.0,12,0,-1.7898871319554608,-2.6864218439575662,Marginal Spenders
1100.941072,1.0,117.32,117.32,0.0,5573.767921,0.25,0.25,0.0,0.5,7,3,1500.0,4017.742718,273.139411,0.111111,12,2,-1.8988666224597386,1.3989097793766518,Revolving Debtors
64.078171,0.909091,1049.0,0.0,1049.0,0.0,1.0,0.0,1.0,0.0,0,14,5000.0,1072.021707,153.531842,0.727273,12,0,2.455872139472886,-1.366469549691149,Marginal Spenders
1.059425,0.363636,23.91,23.91,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,15500.0,31.845894,22.081988,0.111111,12,0,-0.20936278458999855,-3.6150831501766887,Marginal Spenders
1095.041551,1.0,1132.36,377.44,754.92,0.0,1.0,0.333333,1.0,0.0,0,43,2500.0,410.973222,405.230106,0.0,12,1,2.712583277088118,0.4326111411064518,Power Transactors
234.700486,1.0,82.0,82.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4200.0,350.773984,215.834479,0.0,12,0,-0.7841119579392366,-0.9867675947477177,Marginal Spenders
7156.345546,1.0,0.0,0.0,0.0,2506.083985,0.0,0.0,0.0,0.25,6,0,18000.0,3447.733455,1608.111732,0.0,12,2,-3.049936857901021,2.036033699192669,Revolving Debtors
1435.703308,1.0,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500.0,453.692206,358.574883,0.0,12,1,0.4187000485850384,1.0539308493315107,Power Transactors
325.024091,1.0,2251.62,1964.05,287.57,141.021854,0.916667,0.666667,0.5,0.083333,1,20,9500.0,2258.1657,169.123707,0.888889,12,1,2.6779157115029752,0.8478379143856446,Power Transactors
4395.237251,1.0,2514.3,985.11,1529.19,0.0,1.0,0.666667,1.0,0.0,0,32,5000.0,2095.014385,1960.982734,0.0,12,1,3.0841438499551925,2.0043874380809954,Power Transactors
25.379719,0.571429,179.0,0.0,179.0,0.0,0.857143,0.0,0.714286,0.0,0,6,4000.0,308.793382,73.19845,0.0,7,0,0.7692247373541388,-2.760805531885945,Marginal Spenders
400.69973,1.0,3108.01,0.0,3108.01,0.0,1.0,0.0,1.0,0.0,0,16,10500.0,3166.91554,175.704497,0.545455,12,1,2.668736716129964,-0.21258710821430904,Power Transactors
3044.269636,1.0,93.31,93.31,0.0,789.697144,0.083333,0.083333,0.0,0.166667,2,1,3500.0,670.719989,949.520589,0.0,12,2,-1.7930215010393216,0.9612877539818512,Revolving Debtors
435.905875,0.454545,2877.09,1561.04,1316.05,204.935422,1.0,0.333333,1.0,0.083333,2,51,3500.0,2975.275558,112.893466,0.0,12,1,2.6765822433418607,0.3625166357810531,Power Transactors
5257.807308,1.0,2331.68,1088.04,1243.64,10291.12574,0.75,0.333333,0.666667,0.583333,10,34,17500.0,2543.033209,1237.405459,0.0,12,1,0.6550190683181983,3.9996601250236923,Power Transactors
3860.238072,1.0,11.41,11.41,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,10000.0,7280.584479,1013.780486,0.083333,12,2,-0.9815382892673316,0.8575263081184957,Revolving Debtors
1514.750841,1.0,3873.5,2642.14,1231.36,2306.919698,1.0,1.0,1.0,0.416667,6,50,8500.0,3729.948989,436.253648,0.0,12,1,2.600391080111223,3.4408062753781286,Power Transactors
6509.334652,1.0,538.51,538.51,0.0,7232.069823,0.333333,0.333333,0.0,0.666667,20,4,12000.0,1355.948713,1471.164439,0.0,12,2,-2.170472617804015,3.812695026535168,Revolving Debtors
3338.863375,1.0,775.0,365.0,410.0,0.0,0.583333,0.166667,0.416667,0.0,0,8,8500.0,920.748289,784.929199,0.0,12,1,1.1792494967053024,0.883887670971846,Power Transactors
3281.958491,1.0,398.08,0.0,398.08,6694.105562,0.416667,0.0,0.416667,0.583333,20,9,8000.0,8092.781701,872.208375,0.083333,12,2,-1.477055450595858,3.1111631455960507,Revolving Debtors
5932.367808,1.0,0.0,0.0,0.0,4253.311089,0.0,0.0,0.0,0.5,10,0,6000.0,2657.196453,4431.645308,0.0,12,2,-3.6877227195300906,2.500928704603784,Revolving Debtors
994.367302,0.857143,0.0,0.0,0.0,4058.539188,0.0,0.0,0.0,0.571429,15,0,10000.0,168.100048,237.414459,0.0,7,2,-4.000550163453538,0.5593502662787809,Revolving Debtors
5925.120611,1.0,1763.89,258.43,1505.46,0.0,1.0,0.25,1.0,0.0,0,195,6500.0,2557.841292,2268.544117,0.0,12,1,4.512774781656912,3.158314113601885,Power Transactors
162.54754,0.909091,405.61,0.0,405.61,0.0,0.916667,0.0,0.916667,0.0,0,23,2200.0,612.674738,130.269702,0.0,12,0,1.5752471235764989,-1.2356278854605165,Marginal Spenders
1070.486185,1.0,818.64,0.0,818.64,0.0,1.0,0.0,1.0,0.0,0,24,1000.0,976.831849,1926.566967,0.0,12,1,1.5979888936121085,0.07663140665585305,Power Transactors
4059.211725,1.0,0.0,0.0,0.0,4524.312762,0.0,0.0,0.0,0.25,4,0,5000.0,3246.575307,866.693315,0.0,12,2,-3.084258642300162,1.2702885737402096,Revolving Debtors
8356.277203,1.0,983.24,983.24,0.0,2329.181013,0.166667,0.166667,0.0,0.333333,7,4,14000.0,3468.13596,2412.958258,0.0,12,2,-1.4691437350332661,3.0673248765697245,Revolving Debtors
929.115076,1.0,611.71,591.71,20.0,0.0,0.5,0.5,0.166667,0.0,0,11,1200.0,1019.527645,273.627647,0.0,12,1,0.8420099343680507,-0.1257238518200727,Power Transactors
2159.370933,1.0,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3,17,2500.0,1030.373212,521.492992,0.0,12,1,0.7240268919780248,1.802121303983022,Power Transactors
4523.499003,1.0,0.0,0.0,0.0,966.297398,0.0,0.0,0.0,0.083333,2,0,9500.0,1348.018275,1101.578675,0.0,12,2,-2.7090622381994125,0.9517132508726693,Revolving Debtors
753.703481,1.0,0.0,0.0,0.0,899.346012,0.0,0.0,0.0,0.083333,2,0,1200.0,1065.666403,160.863666,0.083333,12,2,-2.614104670995588,-0.7867490499206274,Revolving Debtors
3778.609797,1.0,878.29,631.27,247.02,0.0,0.583333,0.5,0.25,0.0,0,13,8500.0,883.744982,858.064557,0.0,12,1,1.3619612158844956,1.2080720509480538,Power Transactors
947.457151,1.0,1787.83,126.24,1661.59,458.961661,1.0,0.083333,1.0,0.083333,1,61,4000.0,574.055852,259.977392,0.166667,12,1,2.354860946435724,0.9527915829797912,Power Transactors
606.323282,1.0,299.9,299.9,0.0,0.0,0.25,0.25,0.0,0.0,0,3,4200.0,502.64224,204.447891,0.0,12,0,-0.22754239545905922,-0.45918753130609363,Marginal Spenders
73.379518,1.0,875.38,0.0,875.38,0.0,1.0,0.0,1.0,0.0,0,16,6500.0,688.546903,196.362677,0.75,12,0,2.44026369441372,-1.1431918163833426,Marginal Spenders
516.49276,1.0,380.0,380.0,0.0,1004.279993,0.333333,0.333333,0.0,0.5,11,6,1200.0,415.924157,247.45192,0.0,12,2,-1.608570086381231,0.9656761901559457,Revolving Debtors
906.107168,1.0,2354.06,215.87,2138.19,0.0,1.0,0.333333,1.0,0.0,0,51,4000.0,2230.320729,224.547489,0.0,12,1,3.1637667158662737,0.7427374923517813,Power Transactors
2220.063789,1.0,2530.12,2530.12,0.0,157.109678,1.0,1.0,0.0,0.083333,3,85,2500.0,3275.790625,594.769152,0.0,12,1,1.8548567792812605,2.4881876210983913,Power Transactors
15532.33972,1.0,1168.75,0.0,1168.75,3183.037625,0.916667,0.0,0.916667,0.25,5,11,16500.0,3906.738592,3379.593046,0.0,12,1,0.4136769371728145,3.053551941827071,Power Transactors
205.123752,1.0,2066.08,1245.3,820.78,0.0,1.0,1.0,1.0,0.0,0,41,7500.0,2597.718416,201.214315,0.916667,12,1,4.340767325858098,0.6394832770214247,Power Transactors
788.257316,1.0,9113.78,6138.57,2975.21,0.0,1.0,1.0,1.0,0.0,0,128,12000.0,7035.994095,243.938058,1.0,12,1,5.8906361559673766,2.143443656364358,Power Transactors
1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800.0,534.728641,892.117717,0.0,12,1,0.4527710343071393,1.4443181577904918,Power Transactors
1381.753281,1.0,0.0,0.0,0.0,648.228793,0.0,0.0,0.0,0.083333,1,0,2400.0,3112.377295,3102.98565,0.0,12,2,-2.7401437289960953,0.6938805906977747,Revolving Debtors
405.162601,0.545455,0.0,0.0,0.0,4679.312402,0.0,0.0,0.0,0.25,8,0,17000.0,8946.495566,153.782546,0.75,12,2,-2.399012847995891,-0.013372641271941233,Revolving Debtors
372.924756,0.909091,462.7,162.7,300.0,0.0,0.5,0.083333,0.416667,0.0,0,7,1800.0,1193.383862,114.183944,0.181818,12,0,1.0801766108762676,-0.9964985841968017,Marginal Spenders
55.681483,1.0,462.99,0.0,462.99,0.0,0.833333,0.0,0.833333,0.0,0,12,13500.0,519.307161,157.208204,1.0,12,0,2.169267366344579,-1.3244094910068904,Marginal Spenders
2092.855291,1.0,1624.05,1205.75,418.3,0.0,0.5,0.25,0.333333,0.0,0,13,8500.0,3794.796448,559.169569,0.083333,12,1,1.5185986805372105,1.078047481263246,Power Transactors
556.912886,1.0,0.0,0.0,0.0,972.223685,0.0,0.0,0.0,0.083333,1,0,4000.0,1968.065171,188.435841,0.083333,12,2,-2.452927938023689,-0.34640884145184364,Revolving Debtors
6.121105,0.571429,233.9,233.9,0.0,0.0,0.428571,0.428571,0.0,0.0,0,5,10500.0,33.010201,53.9438,0.0,7,0,-0.015934823372061254,-2.8830594053345218,Marginal Spenders
19.112841,1.0,504.2,0.0,504.2,0.0,1.0,0.0,1.0,0.0,0,20,1000.0,476.370018,130.862225,0.727273,12,0,2.2491909773736447,-2.1899512471339007,Marginal Spenders
7803.470739,1.0,7184.73,6519.19,665.54,0.0,1.0,0.583333,0.916667,0.0,0,78,11500.0,2250.502094,3745.116848,0.0,12,1,3.6664185540264773,3.0436781661592915,Power Transactors
5274.508501,1.0,324.96,0.0,324.96,1392.925291,1.0,0.0,1.0,0.25,5,12,5500.0,938.073283,2927.486552,0.0,12,1,0.22369310985921373,2.0667703867381118,Power Transactors
1887.061349,1.0,0.0,0.0,0.0,93.437109,0.0,0.0,0.0,0.166667,3,0,2000.0,411.517239,765.751845,0.0,12,2,-2.7778939040383075,-0.08471333176453376,Revolving Debtors
152.227891,1.0,946.0,536.0,410.0,0.0,0.75,0.25,0.416667,0.0,0,18,6500.0,804.255916,169.229664,0.2,12,1,1.9445689959116506,-0.29451865142241734,Power Transactors
1193.351573,0.875,0.0,0.0,0.0,1433.85482,0.0,0.0,0.0,0.125,4,0,1500.0,164.003621,254.022569,0.0,8,2,-3.179300626015112,-1.0577145800605854,Revolving Debtors
2544.036536,1.0,0.0,0.0,0.0,107.710567,0.0,0.0,0.0,0.083333,1,0,7000.0,1064.575065,587.957563,0.0,12,2,-2.4674700875783566,0.27620610497027837,Revolving Debtors
63.064197,1.0,1176.93,0.0,1176.93,0.0,1.0,0.0,1.0,0.0,0,23,7500.0,1319.009967,64.517961,0.363636,12,0,2.48173586780086,-1.1140546690685003,Marginal Spenders
3.29042,0.181818,225.6,0.0,225.6,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,268.500244,29.584288,0.090909,12,0,1.6776003709194207,-3.605423479135916,Marginal Spenders
182.959331,1.0,847.88,0.0,847.88,0.0,0.666667,0.0,0.666667,0.0,0,11,5000.0,757.48839,193.758424,0.166667,12,0,1.3282491936530236,-0.8777545693266927,Marginal Spenders
5082.971064,1.0,1893.89,1543.89,350.0,970.708796,1.0,1.0,0.416667,0.083333,1,27,9500.0,1607.021526,1480.26633,0.0,12,1,1.9975511256057321,2.9046146520704674,Power Transactors
2817.403474,1.0,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500.0,3185.017063,1079.066979,0.0,12,1,0.15585420184855944,2.6305681389749624,Power Transactors
320.35306,1.0,2542.61,696.08,1846.53,0.0,1.0,0.583333,1.0,0.0,0,27,7500.0,3158.530331,192.272514,0.5,12,1,3.626191862349607,0.5446204567273762,Power Transactors
2801.239086,0.909091,0.0,0.0,0.0,7216.489768,0.0,0.0,0.0,0.583333,9,0,10000.0,696.538922,1095.734566,0.0,12,2,-3.711599953521599,1.777393204359432,Revolving Debtors
126.289657,0.909091,366.68,0.0,366.68,175.284005,0.333333,0.0,0.333333,0.166667,2,4,3000.0,679.431948,126.692506,0.181818,12,0,-0.2643320953651493,-0.8693915052667678,Marginal Spenders
7985.621826,1.0,123.24,123.24,0.0,7949.596045,0.166667,0.166667,0.0,0.666667,32,2,14500.0,9438.180272,1961.413154,0.0,12,2,-3.0510494141101234,4.5964092770050184,Revolving Debtors
1084.131331,1.0,803.22,0.0,803.22,901.628291,1.0,0.0,0.916667,0.166667,3,21,1000.0,866.009167,1038.182688,0.0,12,1,0.6768818388136937,0.7076036861472849,Power Transactors
5520.201751,1.0,0.0,0.0,0.0,6218.171457,0.0,0.0,0.0,0.666667,23,0,7000.0,5878.42845,1719.694161,0.0,12,2,-4.158540180143481,3.1858510832266025,Revolving Debtors
109.594389,1.0,177.0,177.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,170.47103,221.171027,0.0,12,0,-0.7084846870650224,-1.4643394061545472,Marginal Spenders
2416.771489,1.0,4201.13,3802.21,398.92,3306.574157,1.0,0.75,1.0,0.166667,11,82,5500.0,6091.906636,830.39506,0.2,12,1,2.864670135276214,3.5813633543143406,Power Transactors
5701.848812,1.0,1126.68,1033.6,93.08,1831.160025,0.833333,0.416667,0.666667,0.333333,5,20,7000.0,1382.179262,1438.031851,0.0,12,1,0.7125703761324105,2.8679558700653787,Power Transactors
2866.054641,1.0,0.0,0.0,0.0,236.955668,0.0,0.0,0.0,0.25,4,0,3000.0,714.738754,799.591816,0.0,12,2,-2.944265502115757,0.48821467086563825,Revolving Debtors
1352.301367,1.0,263.04,263.04,0.0,1460.777849,0.083333,0.083333,0.0,0.166667,3,1,2300.0,4228.186416,325.737106,0.090909,12,2,-1.423286213945001,0.8101168281792378,Revolving Debtors
495.069704,1.0,2610.3,902.6,1707.7,0.0,1.0,0.416667,1.0,0.0,0,34,8500.0,2217.869091,219.629629,0.25,12,1,3.382037638240609,0.7261274581207385,Power Transactors
1299.93337,1.0,0.0,0.0,0.0,916.37094,0.0,0.0,0.0,0.083333,2,0,2400.0,303.052882,453.831541,0.0,12,2,-2.7773107312536487,-0.32978012865456974,Revolving Debtors
3020.900667,1.0,0.0,0.0,0.0,3417.227455,0.0,0.0,0.0,0.666667,9,0,4000.0,1171.807751,848.973008,0.0,12,2,-3.7748770628138955,1.722721527911586,Revolving Debtors
608.752081,1.0,5446.88,3466.22,1980.66,0.0,0.916667,0.25,0.916667,0.0,0,45,9500.0,5623.305898,233.917424,1.0,12,1,3.955209970484292,0.7226859378801547,Power Transactors
4587.892398,1.0,140.6,140.6,0.0,953.934018,0.083333,0.083333,0.0,0.25,3,2,5500.0,1151.202909,1489.130441,0.0,12,2,-1.8296694655541355,1.6633505294638022,Revolving Debtors
4005.344926,1.0,9134.26,2002.9,7131.36,0.0,1.0,0.25,1.0,0.0,0,65,10500.0,3579.298838,1148.902535,0.0,12,1,3.653774710992072,2.2275273570818093,Power Transactors
534.75165,0.545455,3044.6,3044.6,0.0,684.269093,0.166667,0.166667,0.0,0.083333,1,2,3000.0,8987.534163,332.787755,0.333333,12,2,-0.35405591451963964,0.14825051653308602,Revolving Debtors
34.387537,1.0,153.18,61.9,91.28,0.0,0.416667,0.083333,0.416667,0.0,0,11,2500.0,99.085409,145.637604,0.0,12,0,0.5898707833887671,-1.7095575473285687,Marginal Spenders
11964.83264,1.0,1175.35,1031.85,143.5,2271.555171,0.75,0.583333,0.416667,0.583333,11,19,14000.0,2949.673416,3098.62505,0.0,12,1,0.11519261887527914,4.338354520292095,Power Transactors
1553.505165,1.0,522.0,0.0,522.0,0.0,1.0,0.0,1.0,0.0,0,14,1000.0,472.580919,15584.09742,0.0,12,1,1.1614770315422969,0.5901187487173772,Power Transactors
10.106017,0.727273,1160.66,34.9,1125.76,0.0,1.0,0.083333,0.916667,0.0,0,37,1500.0,1152.518504,32.376453,0.111111,12,0,2.677851756358419,-2.1202688194067743,Marginal Spenders
397.003171,1.0,3042.08,1419.07,1623.01,0.0,1.0,1.0,1.0,0.0,0,98,8500.0,2764.893686,246.737259,0.333333,12,1,4.742918166646661,1.6461981570876738,Power Transactors
611.561026,1.0,765.0,765.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,2000.0,204.464151,146.352314,0.0,8,0,-0.5849701798723472,-1.273416498253816,Marginal Spenders
4840.545574,1.0,1595.93,1595.93,0.0,4359.32575,0.454545,0.454545,0.0,0.545455,17,25,6000.0,905.844846,2376.919568,0.090909,11,2,-1.2999712998062645,3.528843159319864,Revolving Debtors
0.0,0.0,313.89,0.0,313.89,0.0,0.916667,0.0,0.916667,0.0,0,19,6000.0,0.0,312.343947,0.0,12,0,1.2395278452617626,-4.321715163585521,Marginal Spenders
1176.992085,1.0,890.0,400.0,490.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,3000.0,640.607666,289.747401,0.0,12,1,1.1562015022333678,-0.10966084925986624,Power Transactors
47.107274,0.818182,2226.06,0.0,2226.06,0.0,1.0,0.0,1.0,0.0,0,14,8500.0,2507.587709,97.944748,0.3,12,0,2.489212938439565,-1.1433750212282094,Marginal Spenders
289.529643,0.272727,110.0,110.0,0.0,1134.891542,0.083333,0.083333,0.0,0.166667,7,1,1200.0,697.009124,1117.265123,0.0,12,2,-2.041786748018503,-0.572323992703574,Revolving Debtors
2689.040221,1.0,0.0,0.0,0.0,2928.671045,0.0,0.0,0.0,0.083333,2,0,9000.0,854.431761,681.959088,0.0,12,2,-2.7685238478433805,0.6602635827214703,Revolving Debtors
14.871714,0.545455,62.7,62.7,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,125.780361,164.519883,0.0,12,0,-0.860906904532744,-2.624880878080412,Marginal Spenders
35.360897,1.0,587.34,0.0,587.34,0.0,1.0,0.0,1.0,0.0,0,14,11500.0,549.036894,139.958805,0.888889,12,0,2.504365138135803,-1.3742538631129633,Marginal Spenders
